,state,year,bacode,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,dobbscodev1,dobbscodev2,dobbscodev3,dobbscode_sensitivity,dobbscode_sensitivity_tx,deaths_nhblack,deaths_nhwhite,deaths_hisp,deaths_otherraceeth,deaths_con,deaths_noncon,deaths_neo,deaths_total,policy_on,exposed_infdeaths,time,deaths_nonneo,births_con,births_noncon,births_neo,births_nonneo,partial_ban,quarter,exposure_code,births_other
531,Idaho,2016,2,107,8872,1858,11390,553,1.0,1,1,1.0,,,54.0,17.0,,18.0,55.0,49.0,73.0,0.0,0.0,2016-07-01,24.0,11390,11390,11390,11390,0,2016-Q3,0.0,553
532,Idaho,2017,1,133,8625,1753,11084,573,1.0,1,1,1.0,,,,,,,,,,0.0,0.0,2017-01-01,,11084,11084,11084,11084,0,2017-Q1,0.0,573
533,Idaho,2017,2,110,8526,1845,11097,616,1.0,1,1,1.0,,,,,,,,,,0.0,0.0,2017-07-01,,11097,11097,11097,11097,0,2017-Q3,0.0,616
534,Idaho,2018,1,122,8226,1662,10547,537,1.0,1,1,1.0,,,33.0,13.0,,14.0,37.0,40.0,51.0,0.0,0.0,2018-01-01,11.0,10547,10547,10547,10547,0,2018-Q1,0.0,537
535,Idaho,2018,2,111,8348,1887,10856,510,1.0,1,1,1.0,,,47.0,,,15.0,43.0,40.0,58.0,0.0,0.0,2018-07-01,18.0,10856,10856,10856,10856,0,2018-Q3,0.0,510
536,Idaho,2019,1,138,8412,1809,10896,537,1.0,1,1,1.0,,,32.0,10.0,,14.0,32.0,28.0,46.0,0.0,0.0,2019-01-01,18.0,10896,10896,10896,10896,0,2019-Q1,0.0,537
537,Idaho,2019,2,123,8547,1893,11167,604,1.0,1,1,1.0,,,38.0,,,11.0,40.0,32.0,51.0,0.0,0.0,2019-07-01,19.0,11167,11167,11167,11167,0,2019-Q3,0.0,604
538,Idaho,2020,1,142,8186,1783,10645,534,1.0,1,1,1.0,,,51.0,,,18.0,48.0,46.0,66.0,0.0,0.0,2020-01-01,20.0,10645,10645,10645,10645,0,2020-Q1,0.0,534
539,Idaho,2020,2,123,8277,1904,10888,584,1.0,1,1,1.0,,,34.0,,,12.0,31.0,28.0,43.0,0.0,0.0,2020-07-01,15.0,10888,10888,10888,10888,0,2020-Q3,0.0,584
540,Idaho,2021,1,122,8417,1858,10999,602,1.0,1,1,1.0,,,25.0,13.0,,10.0,33.0,29.0,43.0,0.0,0.0,2021-01-01,14.0,10999,10999,10999,10999,0,2021-Q1,0.0,602
541,Idaho,2021,2,149,8622,2029,11428,628,1.0,1,1,1.0,,,55.0,13.0,,15.0,59.0,50.0,74.0,0.0,0.0,2021-07-01,24.0,11428,11428,11428,11428,0,2021-Q3,0.0,628
542,Idaho,2022,1,110,8312,1912,10976,642,1.0,1,1,1.0,,,42.0,13.0,0.0,11.0,44.0,40.0,55.0,0.0,0.0,2022-01-01,15.0,10976,10976,10976,10976,0,2022-Q1,0.0,642
543,Idaho,2022,2,148,8582,2090,11415,595,1.0,1,1,1.0,,,42.0,,,14.0,48.0,45.0,62.0,1.0,0.0,2022-07-01,17.0,11415,11415,11415,11415,0,2022-Q3,0.0,595
544,Idaho,2023,1,139,8215,2033,10955,568,1.0,1,1,1.0,,,34.0,12.0,0.0,11.0,40.0,32.0,51.0,1.0,1.0,2023-01-01,19.0,10955,10955,10955,10955,0,2023-Q1,1.0,568
545,Idaho,2023,2,152,8434,2232,11442,624,1.0,1,1,1.0,,,34.0,10.0,,14.0,35.0,30.0,49.0,1.0,1.0,2023-07-01,19.0,11442,11442,11442,11442,0,2023-Q3,1.0,624
564,Illinois,2012,1,13188,42322,17002,77779,5267,0.0,0,0,,,184.0,221.0,103.0,25.0,79.0,470.0,389.0,549.0,,0.0,2012-01-01,160.0,77779,77779,77779,77779,0,2012-Q1,0.0,5267
565,Illinois,2012,2,14086,43872,17785,81381,5638,0.0,0,0,,,171.0,186.0,92.0,22.0,84.0,399.0,318.0,483.0,,0.0,2012-07-01,165.0,81381,81381,81381,81381,0,2012-Q3,0.0,5638
566,Illinois,2013,1,13004,41582,16307,76130,5237,0.0,0,0,,,159.0,207.0,81.0,24.0,86.0,394.0,341.0,480.0,,0.0,2013-01-01,139.0,76130,76130,76130,76130,0,2013-Q1,0.0,5237
567,Illinois,2013,2,13803,44284,17147,80801,5567,0.0,0,0,,,186.0,156.0,97.0,19.0,81.0,381.0,298.0,462.0,,0.0,2013-07-01,164.0,80801,80801,80801,80801,0,2013-Q3,0.0,5567
568,Illinois,2014,1,13135,42040,16180,76709,5354,0.0,0,0,,,178.0,245.0,102.0,20.0,89.0,458.0,400.0,547.0,,0.0,2014-01-01,147.0,76709,76709,76709,76709,0,2014-Q1,0.0,5354
569,Illinois,2014,2,14052,44187,17623,81847,5985,0.0,0,0,,,160.0,219.0,97.0,22.0,92.0,406.0,357.0,498.0,,0.0,2014-07-01,141.0,81847,81847,81847,81847,0,2014-Q3,0.0,5985
570,Illinois,2015,1,13266,42017,16485,77412,5644,0.0,0,0,,,151.0,203.0,104.0,19.0,88.0,389.0,354.0,477.0,,0.0,2015-01-01,123.0,77412,77412,77412,77412,0,2015-Q1,0.0,5644
571,Illinois,2015,2,13894,43407,17417,80704,5986,0.0,0,0,,,188.0,180.0,84.0,16.0,91.0,385.0,314.0,476.0,,0.0,2015-07-01,162.0,80704,80704,80704,80704,0,2015-Q3,0.0,5986
572,Illinois,2016,1,12536,40857,15977,76046,6676,0.0,0,0,,,167.0,168.0,93.0,10.0,65.0,375.0,301.0,440.0,0.0,0.0,2016-01-01,139.0,76046,76046,76046,76046,0,2016-Q1,0.0,6676
573,Illinois,2016,2,13083,41461,16658,78399,7197,0.0,0,0,,,182.0,225.0,110.0,23.0,113.0,427.0,392.0,540.0,0.0,0.0,2016-07-01,148.0,78399,78399,78399,78399,0,2016-Q3,0.0,7197
574,Illinois,2017,1,12441,38729,15315,72967,6482,0.0,0,0,,,187.0,164.0,79.0,20.0,81.0,370.0,314.0,451.0,0.0,0.0,2017-01-01,137.0,72967,72967,72967,72967,0,2017-Q1,0.0,6482
575,Illinois,2017,2,13244,40196,16113,76423,6870,0.0,0,0,,,165.0,183.0,89.0,24.0,87.0,440.0,315.0,461.0,0.0,0.0,2017-07-01,146.0,76423,76423,76423,76423,0,2017-Q3,0.0,6870
576,Illinois,2018,1,12301,38141,14866,71613,6305,0.0,0,0,,,169.0,199.0,75.0,16.0,97.0,364.0,312.0,461.0,0.0,0.0,2018-01-01,149.0,71613,71613,71613,71613,0,2018-Q1,0.0,6305
577,Illinois,2018,2,12181,39103,15496,73202,6422,0.0,0,0,,,176.0,191.0,85.0,24.0,83.0,398.0,348.0,481.0,0.0,0.0,2018-07-01,133.0,73202,73202,73202,73202,0,2018-Q3,0.0,6422
578,Illinois,2019,1,11035,36692,14564,68353,6062,0.0,0,0,,,137.0,164.0,84.0,13.0,65.0,345.0,287.0,410.0,0.0,0.0,2019-01-01,123.0,68353,68353,68353,68353,0,2019-Q1,0.0,6062
579,Illinois,2019,2,12223,37742,15533,71775,6277,0.0,0,0,,,134.0,148.0,76.0,16.0,72.0,312.0,247.0,384.0,0.0,0.0,2019-07-01,137.0,71775,71775,71775,71775,0,2019-Q3,0.0,6277
580,Illinois,2020,1,10877,35314,14208,66113,5714,0.0,0,0,,,129.0,151.0,63.0,11.0,63.0,294.0,246.0,357.0,0.0,0.0,2020-01-01,111.0,66113,66113,66113,66113,0,2020-Q1,0.0,5714
581,Illinois,2020,2,11416,35236,14600,67185,5933,0.0,0,0,,,162.0,127.0,81.0,,77.0,303.0,277.0,380.0,0.0,0.0,2020-07-01,103.0,67185,67185,67185,67185,0,2020-Q3,0.0,5933
582,Illinois,2021,1,10197,35350,13624,64689,5518,0.0,0,0,,,120.0,160.0,91.0,21.0,73.0,323.0,275.0,396.0,0.0,0.0,2021-01-01,121.0,64689,64689,64689,64689,0,2021-Q1,0.0,5518
583,Illinois,2021,2,10582,36132,14922,67500,5864,0.0,0,0,,,127.0,131.0,73.0,12.0,79.0,268.0,201.0,347.0,0.0,0.0,2021-07-01,146.0,67500,67500,67500,67500,0,2021-Q3,0.0,5864
584,Illinois,2022,1,9538,33090,14286,62338,5424,0.0,0,0,,,120.0,133.0,73.0,17.0,53.0,295.0,235.0,348.0,0.0,0.0,2022-01-01,113.0,62338,62338,62338,62338,0,2022-Q1,0.0,5424
585,Illinois,2022,2,9758,35017,15424,66012,5813,0.0,0,0,,,122.0,140.0,73.0,27.0,60.0,307.0,258.0,367.0,0.0,0.0,2022-07-01,109.0,66012,66012,66012,66012,0,2022-Q3,0.0,5813
586,Illinois,2023,1,8959,31879,14598,61035,5599,0.0,0,0,,,129.0,132.0,79.0,21.0,66.0,300.0,255.0,366.0,0.0,0.0,2023-01-01,111.0,61035,61035,61035,61035,0,2023-Q1,0.0,5599
587,Illinois,2023,2,9054,32819,15867,63785,6045,0.0,0,0,,,113.0,142.0,83.0,21.0,57.0,308.0,246.0,365.0,0.0,0.0,2023-07-01,119.0,63785,63785,63785,63785,0,2023-Q3,0.0,6045
606,Indiana,2012,1,4757,31028,3325,40210,1100,,0,0,,,68.0,167.0,30.0,,59.0,209.0,187.0,268.0,,0.0,2012-01-01,81.0,40210,40210,40210,40210,0,2012-Q1,0.0,1100
607,Indiana,2012,2,5286,32773,3707,43017,1251,,0,0,,,76.0,183.0,27.0,,70.0,219.0,185.0,289.0,,0.0,2012-07-01,104.0,43017,43017,43017,43017,0,2012-Q3,0.0,1251
608,Indiana,2013,1,4793,31135,3290,40386,1168,,0,0,,,71.0,203.0,29.0,10.0,66.0,247.0,191.0,313.0,,0.0,2013-01-01,122.0,40386,40386,40386,40386,0,2013-Q1,0.0,1168
609,Indiana,2013,2,5217,32685,3547,42716,1267,,0,0,,,91.0,169.0,20.0,,66.0,221.0,190.0,287.0,,0.0,2013-07-01,97.0,42716,42716,42716,42716,0,2013-Q3,0.0,1267
610,Indiana,2014,1,4975,31192,3472,40839,1200,,0,0,,,70.0,196.0,30.0,,70.0,233.0,198.0,303.0,,0.0,2014-01-01,105.0,40839,40839,40839,40839,0,2014-Q1,0.0,1200
611,Indiana,2014,2,5369,32884,3767,43241,1221,,0,0,,,78.0,187.0,20.0,,52.0,240.0,188.0,292.0,,0.0,2014-07-01,104.0,43241,43241,43241,43241,0,2014-Q3,0.0,1221
612,Indiana,2015,1,5079,30890,3717,40963,1277,,0,0,,,69.0,193.0,34.0,,75.0,230.0,194.0,305.0,,0.0,2015-01-01,111.0,40963,40963,40963,40963,0,2015-Q1,0.0,1277
613,Indiana,2015,2,5264,32582,3917,43077,1314,,0,0,,,66.0,203.0,31.0,,64.0,242.0,212.0,306.0,,0.0,2015-07-01,94.0,43077,43077,43077,43077,0,2015-Q3,0.0,1314
614,Indiana,2016,1,4748,30247,3591,40477,1891,,0,0,,,75.0,183.0,28.0,,73.0,218.0,188.0,291.0,0.0,0.0,2016-01-01,103.0,40477,40477,40477,40477,0,2016-Q1,0.0,1891
615,Indiana,2016,2,5020,31792,3851,42614,1951,,0,0,,,70.0,215.0,37.0,,78.0,251.0,223.0,329.0,0.0,0.0,2016-07-01,106.0,42614,42614,42614,42614,0,2016-Q3,0.0,1951
616,Indiana,2017,1,4751,29286,3612,39625,1976,,0,0,,,80.0,188.0,30.0,,56.0,250.0,194.0,306.0,0.0,0.0,2017-01-01,112.0,39625,39625,39625,39625,0,2017-Q1,0.0,1976
617,Indiana,2017,2,5220,31229,4057,42545,2039,,0,0,,,83.0,173.0,28.0,12.0,60.0,283.0,198.0,294.0,0.0,0.0,2017-07-01,96.0,42545,42545,42545,42545,0,2017-Q3,0.0,2039
618,Indiana,2018,1,4960,29242,3766,40015,2047,,0,0,,,66.0,181.0,24.0,10.0,63.0,219.0,198.0,282.0,0.0,0.0,2018-01-01,84.0,40015,40015,40015,40015,0,2018-Q1,0.0,2047
619,Indiana,2018,2,5282,30278,4101,41631,1970,,0,0,,,73.0,169.0,24.0,,64.0,210.0,174.0,274.0,0.0,0.0,2018-07-01,100.0,41631,41631,41631,41631,0,2018-Q3,0.0,1970
620,Indiana,2019,1,4844,28178,4024,38992,1946,,0,0,,,58.0,184.0,26.0,,75.0,197.0,160.0,272.0,0.0,0.0,2019-01-01,112.0,38992,38992,38992,38992,0,2019-Q1,0.0,1946
621,Indiana,2019,2,5405,30033,4396,41867,2033,,0,0,,,61.0,161.0,27.0,,54.0,199.0,147.0,253.0,0.0,0.0,2019-07-01,106.0,41867,41867,41867,41867,0,2019-Q3,0.0,2033
622,Indiana,2020,1,4904,27746,4271,38864,1943,,0,0,,,67.0,154.0,27.0,,59.0,193.0,153.0,252.0,0.0,0.0,2020-01-01,99.0,38864,38864,38864,38864,0,2020-Q1,0.0,1943
623,Indiana,2020,2,4944,28544,4209,39752,2055,,0,0,,,73.0,168.0,24.0,,70.0,205.0,165.0,275.0,0.0,0.0,2020-07-01,110.0,39752,39752,39752,39752,0,2020-Q3,0.0,2055
624,Indiana,2021,1,4657,27321,4028,38010,2004,,0,0,,,66.0,139.0,29.0,10.0,57.0,187.0,149.0,244.0,0.0,0.0,2021-01-01,95.0,38010,38010,38010,38010,0,2021-Q1,0.0,2004
625,Indiana,2021,2,5334,29518,4798,41936,2286,,0,0,,,61.0,169.0,43.0,19.0,69.0,224.0,194.0,293.0,0.0,0.0,2021-07-01,99.0,41936,41936,41936,41936,0,2021-Q3,0.0,2286
626,Indiana,2022,1,4882,26870,4679,38600,2169,,0,0,,,66.0,168.0,30.0,18.0,47.0,235.0,190.0,282.0,0.0,0.0,2022-01-01,92.0,38600,38600,38600,38600,0,2022-Q1,0.0,2169
627,Indiana,2022,2,5237,28308,5260,41049,2244,,0,0,,,84.0,145.0,48.0,15.0,56.0,236.0,185.0,292.0,0.0,0.0,2022-07-01,107.0,41049,41049,41049,41049,0,2022-Q3,0.0,2244
628,Indiana,2023,1,4922,26538,5119,38806,2227,,0,0,,,71.0,146.0,35.0,12.0,54.0,210.0,160.0,264.0,0.0,0.0,2023-01-01,104.0,38806,38806,38806,38806,0,2023-Q1,0.0,2227
629,Indiana,2023,2,5113,27328,5467,40194,2286,,0,0,,,76.0,128.0,39.0,16.0,56.0,204.0,169.0,260.0,0.0,0.0,2023-07-01,91.0,40194,40194,40194,40194,0,2023-Q3,0.0,2286
648,Iowa,2012,1,965,15599,1532,18804,708,,0,0,0.0,0.0,18.0,65.0,,,26.0,66.0,61.0,92.0,,0.0,2012-01-01,31.0,18804,18804,18804,18804,0,2012-Q1,0.0,708
649,Iowa,2012,2,1042,16476,1619,19898,761,,0,0,0.0,0.0,16.0,84.0,10.0,,30.0,83.0,65.0,113.0,,0.0,2012-07-01,48.0,19898,19898,19898,19898,0,2012-Q3,0.0,761
650,Iowa,2013,1,1045,15630,1536,18943,732,,0,0,0.0,0.0,10.0,57.0,,,21.0,53.0,42.0,74.0,,0.0,2013-01-01,32.0,18943,18943,18943,18943,0,2013-Q1,0.0,732
651,Iowa,2013,2,1071,16672,1639,20151,769,,0,0,0.0,0.0,14.0,60.0,10.0,,25.0,63.0,63.0,88.0,,0.0,2013-07-01,25.0,20151,20151,20151,20151,0,2013-Q3,0.0,769
652,Iowa,2014,1,1114,15863,1590,19338,771,,0,0,0.0,0.0,,65.0,,,18.0,63.0,53.0,81.0,,0.0,2014-01-01,28.0,19338,19338,19338,19338,0,2014-Q1,0.0,771
653,Iowa,2014,2,1245,16560,1725,20349,819,,0,0,0.0,0.0,14.0,81.0,12.0,,28.0,82.0,70.0,110.0,,0.0,2014-07-01,40.0,20349,20349,20349,20349,0,2014-Q3,0.0,819
654,Iowa,2015,1,1223,15829,1577,19371,742,,0,0,0.0,0.0,14.0,67.0,13.0,0.0,24.0,70.0,53.0,94.0,,0.0,2015-01-01,41.0,19371,19371,19371,19371,0,2015-Q1,0.0,742
655,Iowa,2015,2,1280,16199,1841,20111,791,,0,0,0.0,0.0,,56.0,,,19.0,53.0,45.0,72.0,,0.0,2015-07-01,27.0,20111,20111,20111,20111,0,2015-Q3,0.0,791
656,Iowa,2016,1,1170,15449,1686,19343,1038,,0,0,0.0,0.0,16.0,80.0,12.0,,29.0,87.0,82.0,116.0,0.0,0.0,2016-01-01,34.0,19343,19343,19343,19343,0,2016-Q1,0.0,1038
657,Iowa,2016,2,1297,15927,1787,20060,1049,,0,0,0.0,0.0,22.0,83.0,16.0,,30.0,94.0,66.0,124.0,0.0,0.0,2016-07-01,58.0,20060,20060,20060,20060,0,2016-Q3,0.0,1049
658,Iowa,2017,1,1296,14625,1692,18768,1155,,0,0,0.0,0.0,18.0,69.0,11.0,,32.0,70.0,67.0,102.0,0.0,0.0,2017-01-01,35.0,18768,18768,18768,18768,0,2017-Q1,0.0,1155
659,Iowa,2017,2,1361,15385,1835,19662,1081,,0,0,0.0,0.0,13.0,76.0,11.0,,21.0,94.0,56.0,101.0,0.0,0.0,2017-07-01,45.0,19662,19662,19662,19662,0,2017-Q3,0.0,1081
660,Iowa,2018,1,1262,14542,1816,18679,1059,,0,0,0.0,0.0,19.0,53.0,,,26.0,57.0,48.0,83.0,0.0,0.0,2018-01-01,35.0,18679,18679,18679,18679,0,2018-Q1,0.0,1059
661,Iowa,2018,2,1353,14785,1878,19106,1090,,0,0,0.0,0.0,21.0,71.0,13.0,,22.0,86.0,72.0,108.0,0.0,0.0,2018-07-01,36.0,19106,19106,19106,19106,0,2018-Q3,0.0,1090
662,Iowa,2019,1,1449,14326,1754,18518,989,,0,0,0.0,0.0,15.0,63.0,10.0,,29.0,63.0,53.0,92.0,0.0,0.0,2019-01-01,39.0,18518,18518,18518,18518,0,2019-Q1,0.0,989
663,Iowa,2019,2,1378,14724,1941,19131,1088,,0,0,0.0,0.0,19.0,64.0,,,20.0,77.0,58.0,97.0,0.0,0.0,2019-07-01,39.0,19131,19131,19131,19131,0,2019-Q3,0.0,1088
664,Iowa,2020,1,1336,13755,1872,18025,1062,,0,0,0.0,0.0,26.0,57.0,,,12.0,82.0,55.0,94.0,0.0,0.0,2020-01-01,39.0,18025,18025,18025,18025,0,2020-Q1,0.0,1062
665,Iowa,2020,2,1349,13787,1853,18089,1100,,0,0,0.0,0.0,,47.0,,,19.0,45.0,45.0,64.0,0.0,0.0,2020-07-01,19.0,18089,18089,18089,18089,0,2020-Q3,0.0,1100
666,Iowa,2021,1,1181,13762,1821,17824,1060,,0,0,0.0,0.0,13.0,49.0,,,14.0,64.0,51.0,78.0,0.0,0.0,2021-01-01,27.0,17824,17824,17824,17824,0,2021-Q1,0.0,1060
667,Iowa,2021,2,1386,14405,2082,19011,1138,,0,0,0.0,0.0,20.0,38.0,,,15.0,55.0,45.0,70.0,0.0,0.0,2021-07-01,25.0,19011,19011,19011,19011,0,2021-Q3,0.0,1138
668,Iowa,2022,1,1241,13527,1948,17816,1100,,0,0,0.0,0.0,16.0,55.0,10.0,,26.0,63.0,53.0,89.0,0.0,0.0,2022-01-01,36.0,17816,17816,17816,17816,0,2022-Q1,0.0,1100
669,Iowa,2022,2,1321,14000,2224,18690,1145,,0,0,0.0,0.0,16.0,65.0,14.0,,26.0,78.0,67.0,104.0,0.0,0.0,2022-07-01,37.0,18690,18690,18690,18690,0,2022-Q3,0.0,1145
670,Iowa,2023,1,1231,13423,2008,17786,1124,,0,0,0.0,0.0,18.0,42.0,13.0,,13.0,66.0,50.0,79.0,0.0,0.0,2023-01-01,29.0,17786,17786,17786,17786,0,2023-Q1,0.0,1124
671,Iowa,2023,2,1382,13538,2203,18266,1143,,0,0,0.0,0.0,,69.0,16.0,,23.0,79.0,65.0,102.0,0.0,0.0,2023-07-01,37.0,18266,18266,18266,18266,0,2023-Q3,0.0,1143
690,Kansas,2012,1,1390,14203,2971,19334,770,0.0,0,0,,,26.0,84.0,30.0,,33.0,113.0,96.0,146.0,,0.0,2012-01-01,50.0,19334,19334,19334,19334,0,2012-Q1,0.0,770
691,Kansas,2012,2,1571,15235,3320,21007,881,0.0,0,0,,,17.0,65.0,24.0,,19.0,89.0,77.0,108.0,,0.0,2012-07-01,31.0,21007,21007,21007,21007,0,2012-Q3,0.0,881
692,Kansas,2013,1,1337,13660,2927,18715,791,0.0,0,0,,,27.0,62.0,22.0,,22.0,97.0,74.0,119.0,,0.0,2013-01-01,45.0,18715,18715,18715,18715,0,2013-Q1,0.0,791
693,Kansas,2013,2,1457,14621,3216,20124,830,0.0,0,0,,,22.0,83.0,22.0,,38.0,93.0,94.0,131.0,,0.0,2013-07-01,37.0,20124,20124,20124,20124,0,2013-Q3,0.0,830
694,Kansas,2014,1,1407,13957,2965,19181,852,0.0,0,0,,,19.0,64.0,22.0,,25.0,88.0,85.0,113.0,,0.0,2014-01-01,28.0,19181,19181,19181,19181,0,2014-Q1,0.0,852
695,Kansas,2014,2,1531,14547,3167,20042,797,0.0,0,0,,,18.0,92.0,18.0,,31.0,103.0,91.0,134.0,,0.0,2014-07-01,43.0,20042,20042,20042,20042,0,2014-Q3,0.0,797
696,Kansas,2015,1,1437,13619,3053,18965,856,0.0,0,0,,,19.0,79.0,25.0,,31.0,97.0,94.0,128.0,,0.0,2015-01-01,34.0,18965,18965,18965,18965,0,2015-Q1,0.0,856
697,Kansas,2015,2,1475,14617,3247,20189,850,0.0,0,0,,,18.0,56.0,24.0,,23.0,81.0,68.0,104.0,,0.0,2015-07-01,36.0,20189,20189,20189,20189,0,2015-Q3,0.0,850
698,Kansas,2016,1,1210,13324,2962,18596,1100,0.0,0,0,,,22.0,69.0,15.0,,17.0,90.0,65.0,107.0,0.0,0.0,2016-01-01,42.0,18596,18596,18596,18596,0,2016-Q1,0.0,1100
699,Kansas,2016,2,1333,13611,3336,19457,1177,0.0,0,0,,,18.0,76.0,17.0,,32.0,86.0,82.0,118.0,0.0,0.0,2016-07-01,36.0,19457,19457,19457,19457,0,2016-Q3,0.0,1177
700,Kansas,2017,1,1186,12567,2849,17769,1167,0.0,0,0,,,17.0,66.0,16.0,,25.0,79.0,79.0,104.0,0.0,0.0,2017-01-01,25.0,17769,17769,17769,17769,0,2017-Q1,0.0,1167
701,Kansas,2017,2,1362,13027,3114,18750,1247,0.0,0,0,,,17.0,64.0,27.0,,30.0,93.0,78.0,117.0,0.0,0.0,2017-07-01,39.0,18750,18750,18750,18750,0,2017-Q3,0.0,1247
702,Kansas,2018,1,1236,12441,2891,17716,1148,0.0,0,0,,,16.0,63.0,24.0,,24.0,87.0,76.0,111.0,0.0,0.0,2018-01-01,35.0,17716,17716,17716,17716,0,2018-Q1,0.0,1148
703,Kansas,2018,2,1339,12882,3086,18545,1238,0.0,0,0,,,18.0,71.0,31.0,,34.0,91.0,90.0,125.0,0.0,0.0,2018-07-01,35.0,18545,18545,18545,18545,0,2018-Q3,0.0,1238
704,Kansas,2019,1,1155,11965,2880,17130,1130,0.0,0,0,,,16.0,60.0,19.0,,23.0,79.0,67.0,102.0,0.0,0.0,2019-01-01,35.0,17130,17130,17130,17130,0,2019-Q1,0.0,1130
705,Kansas,2019,2,1303,12584,3191,18265,1187,0.0,0,0,,,17.0,59.0,20.0,,25.0,74.0,62.0,99.0,0.0,0.0,2019-07-01,37.0,18265,18265,18265,18265,0,2019-Q3,0.0,1187
706,Kansas,2020,1,1201,11789,2815,16926,1121,0.0,0,0,,,24.0,67.0,25.0,,20.0,101.0,78.0,121.0,0.0,0.0,2020-01-01,43.0,16926,16926,16926,16926,0,2020-Q1,0.0,1121
707,Kansas,2020,2,1211,11874,3155,17450,1210,0.0,0,0,,,25.0,64.0,18.0,,29.0,86.0,81.0,115.0,0.0,0.0,2020-07-01,34.0,17450,17450,17450,17450,0,2020-Q3,0.0,1210
708,Kansas,2021,1,1111,11602,2950,16719,1056,0.0,0,0,,,19.0,56.0,21.0,,20.0,80.0,54.0,100.0,0.0,0.0,2021-01-01,46.0,16719,16719,16719,16719,0,2021-Q1,0.0,1056
709,Kansas,2021,2,1205,12454,3172,17986,1155,0.0,0,0,,,11.0,62.0,12.0,,20.0,73.0,61.0,93.0,0.0,0.0,2021-07-01,32.0,17986,17986,17986,17986,0,2021-Q3,0.0,1155
710,Kansas,2022,1,1053,11313,2928,16382,1088,0.0,0,0,,,,54.0,22.0,,16.0,75.0,55.0,91.0,0.0,0.0,2022-01-01,36.0,16382,16382,16382,16382,0,2022-Q1,0.0,1088
711,Kansas,2022,2,1155,12356,3381,18019,1127,0.0,0,0,,,14.0,63.0,28.0,10.0,37.0,79.0,77.0,116.0,0.0,0.0,2022-07-01,39.0,18019,18019,18019,18019,0,2022-Q3,0.0,1127
712,Kansas,2023,1,1074,11433,3106,16644,1031,0.0,0,0,,,,57.0,26.0,13.0,20.0,85.0,69.0,105.0,0.0,0.0,2023-01-01,36.0,16644,16644,16644,16644,0,2023-Q1,0.0,1031
713,Kansas,2023,2,1137,11655,3470,17421,1159,0.0,0,0,,,14.0,50.0,14.0,17.0,12.0,86.0,71.0,98.0,0.0,0.0,2023-07-01,27.0,17421,17421,17421,17421,0,2023-Q3,0.0,1159
732,Kentucky,2012,1,2446,22508,1263,26797,580,1.0,1,1,1.0,,33.0,163.0,14.0,,42.0,171.0,138.0,213.0,,0.0,2012-01-01,75.0,26797,26797,26797,26797,0,2012-Q1,0.0,580
733,Kentucky,2012,2,2627,24177,1470,28961,687,1.0,1,1,1.0,,32.0,144.0,,,48.0,137.0,124.0,185.0,,0.0,2012-07-01,61.0,28961,28961,28961,28961,0,2012-Q3,0.0,687
734,Kentucky,2013,1,2569,22687,1283,27124,585,1.0,1,1,1.0,,33.0,138.0,10.0,,46.0,136.0,111.0,182.0,,0.0,2013-01-01,71.0,27124,27124,27124,27124,0,2013-Q1,0.0,585
735,Kentucky,2013,2,2648,23925,1410,28562,579,1.0,1,1,1.0,,25.0,140.0,,0.0,40.0,133.0,107.0,173.0,,0.0,2013-07-01,66.0,28562,28562,28562,28562,0,2013-Q3,0.0,579
736,Kentucky,2014,1,2570,22669,1370,27223,614,1.0,1,1,1.0,,41.0,155.0,,,43.0,166.0,136.0,209.0,,0.0,2014-01-01,73.0,27223,27223,27223,27223,0,2014-Q1,0.0,614
737,Kentucky,2014,2,2782,24032,1449,28947,684,1.0,1,1,1.0,,28.0,146.0,11.0,,45.0,144.0,107.0,189.0,,0.0,2014-07-01,82.0,28947,28947,28947,28947,0,2014-Q3,0.0,684
738,Kentucky,2015,1,2600,22322,1464,27023,637,1.0,1,1,1.0,,28.0,148.0,11.0,0.0,40.0,149.0,118.0,189.0,,0.0,2015-01-01,71.0,27023,27023,27023,27023,0,2015-Q1,0.0,637
739,Kentucky,2015,2,2669,24022,1536,28948,721,1.0,1,1,1.0,,23.0,151.0,,,37.0,149.0,110.0,186.0,,0.0,2015-07-01,76.0,28948,28948,28948,28948,0,2015-Q3,0.0,721
740,Kentucky,2016,1,2396,21995,1568,27013,1054,1.0,1,1,1.0,,38.0,150.0,,,34.0,166.0,119.0,200.0,0.0,0.0,2016-01-01,81.0,27013,27013,27013,27013,0,2016-Q1,0.0,1054
741,Kentucky,2016,2,2506,23151,1569,28436,1210,1.0,1,1,1.0,,35.0,122.0,,,45.0,125.0,90.0,170.0,0.0,0.0,2016-07-01,80.0,28436,28436,28436,28436,0,2016-Q3,0.0,1210
742,Kentucky,2017,1,2425,21230,1469,26207,1083,1.0,1,1,1.0,,28.0,155.0,10.0,,51.0,144.0,109.0,195.0,0.0,0.0,2017-01-01,86.0,26207,26207,26207,26207,0,2017-Q1,0.0,1083
743,Kentucky,2017,2,2581,23050,1693,28545,1221,1.0,1,1,1.0,,26.0,120.0,10.0,,50.0,133.0,111.0,160.0,0.0,0.0,2017-07-01,49.0,28545,28545,28545,28545,0,2017-Q3,0.0,1221
