,state,year,bacode,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,dobbscodev1,dobbscodev2,dobbscodev3,dobbscode_sensitivity,dobbscode_sensitivity_tx,deaths_nhblack,deaths_nhwhite,deaths_hisp,deaths_otherraceeth,deaths_con,deaths_noncon,deaths_neo,deaths_total,policy_on,exposed_infdeaths,time,deaths_nonneo,births_con,births_noncon,births_neo,births_nonneo,partial_ban,quarter,exposure_code,births_other
1080,Missouri,2018,1,5076,26537,2092,35912,2207,1.0,1,1,1.0,,60.0,140.0,13.0,,41.0,179.0,129.0,220.0,0.0,0.0,2018-01-01,91.0,35912,35912,35912,35912,0,2018-Q1,0.0,2207
1081,Missouri,2018,2,5513,27160,2317,37357,2367,1.0,1,1,1.0,,57.0,159.0,21.0,,60.0,180.0,147.0,240.0,0.0,0.0,2018-07-01,93.0,37357,37357,37357,37357,0,2018-Q3,0.0,2367
1082,Missouri,2019,1,5050,25628,2104,35046,2264,1.0,1,1,1.0,,65.0,124.0,15.0,,32.0,179.0,135.0,211.0,0.0,0.0,2019-01-01,76.0,35046,35046,35046,35046,0,2019-Q1,0.0,2264
1083,Missouri,2019,2,5451,26895,2282,37081,2453,1.0,1,1,1.0,,70.0,141.0,,,45.0,177.0,136.0,222.0,0.0,0.0,2019-07-01,86.0,37081,37081,37081,37081,0,2019-Q3,0.0,2453
1084,Missouri,2020,1,5029,24903,2171,34234,2131,1.0,1,1,1.0,,62.0,121.0,15.0,,46.0,158.0,134.0,204.0,0.0,0.0,2020-01-01,70.0,34234,34234,34234,34234,0,2020-Q1,0.0,2131
1085,Missouri,2020,2,5127,25287,2298,35051,2339,1.0,1,1,1.0,,64.0,110.0,,,45.0,143.0,112.0,188.0,0.0,0.0,2020-07-01,76.0,35051,35051,35051,35051,0,2020-Q3,0.0,2339
1086,Missouri,2021,1,4552,24759,2194,33722,2217,1.0,1,1,1.0,,59.0,145.0,,17.0,46.0,184.0,134.0,230.0,0.0,0.0,2021-01-01,96.0,33722,33722,33722,33722,0,2021-Q1,0.0,2217
1087,Missouri,2021,2,4891,25946,2412,35731,2482,1.0,1,1,1.0,,56.0,87.0,,11.0,28.0,136.0,98.0,164.0,0.0,0.0,2021-07-01,66.0,35731,35731,35731,35731,0,2021-Q3,0.0,2482
1088,Missouri,2022,1,4484,24025,2426,33220,2285,1.0,1,1,1.0,,56.0,137.0,16.0,16.0,33.0,193.0,129.0,226.0,1.0,0.0,2022-01-01,97.0,33220,33220,33220,33220,0,2022-Q1,0.0,2285
1089,Missouri,2022,2,4704,25821,2798,35765,2442,1.0,1,1,1.0,,69.0,141.0,15.0,,42.0,192.0,141.0,234.0,1.0,0.0,2022-07-01,93.0,35765,35765,35765,35765,0,2022-Q3,0.0,2442
1090,Missouri,2023,1,4222,23641,2585,32623,2175,1.0,1,1,1.0,,55.0,109.0,17.0,24.0,41.0,165.0,128.0,206.0,1.0,1.0,2023-01-01,78.0,32623,32623,32623,32623,0,2023-Q1,1.0,2175
1091,Missouri,2023,2,4284,24897,2933,34500,2386,1.0,1,1,1.0,,58.0,94.0,13.0,17.0,41.0,145.0,108.0,186.0,1.0,1.0,2023-07-01,78.0,34500,34500,34500,34500,0,2023-Q3,1.0,2386
1110,Montana,2012,1,36,4864,235,5930,795,0.0,0,0,,,,,,,,,,,,0.0,2012-01-01,,5930,5930,5930,5930,0,2012-Q1,0.0,795
1111,Montana,2012,2,41,5101,233,6188,813,0.0,0,0,,,,,,,,,,,,0.0,2012-07-01,,6188,6188,6188,6188,0,2012-Q3,0.0,813
1112,Montana,2013,1,54,4982,215,6018,767,0.0,0,0,,,,,,,,,,,,0.0,2013-01-01,,6018,6018,6018,6018,0,2013-Q1,0.0,767
1113,Montana,2013,2,32,5188,261,6359,878,0.0,0,0,,,,,,,,,,,,0.0,2013-07-01,,6359,6359,6359,6359,0,2013-Q3,0.0,878
1114,Montana,2014,1,48,4906,242,6026,830,0.0,0,0,,,,,,,,,,,,0.0,2014-01-01,,6026,6026,6026,6026,0,2014-Q1,0.0,830
1115,Montana,2014,2,42,5247,252,6406,865,0.0,0,0,,,,,,,,,,,,0.0,2014-07-01,,6406,6406,6406,6406,0,2014-Q3,0.0,865
1116,Montana,2015,1,41,5049,271,6173,812,0.0,0,0,,,,17.0,,,10.0,22.0,20.0,32.0,,0.0,2015-01-01,12.0,6173,6173,6173,6173,0,2015-Q1,0.0,812
1117,Montana,2015,2,48,5221,302,6410,839,0.0,0,0,,,,31.0,,,11.0,32.0,25.0,43.0,,0.0,2015-07-01,18.0,6410,6410,6410,6410,0,2015-Q3,0.0,839
1118,Montana,2016,1,25,4888,263,6108,932,0.0,0,0,,,,,,,,,,,0.0,0.0,2016-01-01,,6108,6108,6108,6108,0,2016-Q1,0.0,932
1119,Montana,2016,2,32,4873,285,6174,984,0.0,0,0,,,,,,,,,,,0.0,0.0,2016-07-01,,6174,6174,6174,6174,0,2016-Q3,0.0,984
1120,Montana,2017,1,30,4732,291,5945,892,0.0,0,0,,,,,,,,,,,0.0,0.0,2017-01-01,,5945,5945,5945,5945,0,2017-Q1,0.0,892
1121,Montana,2017,2,34,4640,294,5854,886,0.0,0,0,,,,,,,,,,,0.0,0.0,2017-07-01,,5854,5854,5854,5854,0,2017-Q3,0.0,886
1122,Montana,2018,1,28,4680,268,5811,835,0.0,0,0,,,,,,,,,,,0.0,0.0,2018-01-01,,5811,5811,5811,5811,0,2018-Q1,0.0,835
1123,Montana,2018,2,30,4544,290,5702,838,0.0,0,0,,,,,,,,,,,0.0,0.0,2018-07-01,,5702,5702,5702,5702,0,2018-Q3,0.0,838
1124,Montana,2019,1,25,4403,328,5546,790,0.0,0,0,,,,,,,,,,,0.0,0.0,2019-01-01,,5546,5546,5546,5546,0,2019-Q1,0.0,790
1125,Montana,2019,2,36,4397,288,5533,812,0.0,0,0,,,,,,,,,,,0.0,0.0,2019-07-01,,5533,5533,5533,5533,0,2019-Q3,0.0,812
1126,Montana,2020,1,37,4421,277,5499,764,0.0,0,0,,,,,,,,,,,0.0,0.0,2020-01-01,,5499,5499,5499,5499,0,2020-Q1,0.0,764
1127,Montana,2020,2,25,4218,292,5292,757,0.0,0,0,,,,,,,,,,,0.0,0.0,2020-07-01,,5292,5292,5292,5292,0,2020-Q3,0.0,757
1128,Montana,2021,1,38,4521,310,5557,688,0.0,0,0,,,,,,,,,,,0.0,0.0,2021-01-01,,5557,5557,5557,5557,0,2021-Q1,0.0,688
1129,Montana,2021,2,33,4580,338,5674,723,0.0,0,0,,,,,,,,,,,0.0,0.0,2021-07-01,,5674,5674,5674,5674,0,2021-Q3,0.0,723
1130,Montana,2022,1,32,4466,330,5540,712,0.0,0,0,,,,,,,,,,,0.0,0.0,2022-01-01,,5540,5540,5540,5540,0,2022-Q1,0.0,712
1131,Montana,2022,2,31,4529,348,5635,727,0.0,0,0,,,,,,,,,,,0.0,0.0,2022-07-01,,5635,5635,5635,5635,0,2022-Q3,0.0,727
1132,Montana,2023,1,27,4362,338,5427,700,0.0,0,0,,,,,,,,,,,0.0,0.0,2023-01-01,,5427,5427,5427,5427,0,2023-Q1,0.0,700
1133,Montana,2023,2,33,4521,365,5651,732,0.0,0,0,,,,,,,,,,,0.0,0.0,2023-07-01,,5651,5651,5651,5651,0,2023-Q3,0.0,732
1152,Nebraska,2012,1,855,9323,1844,12574,552,,0,0,0.0,0.0,,34.0,,,13.0,44.0,34.0,57.0,,0.0,2012-01-01,23.0,12574,12574,12574,12574,0,2012-Q1,0.0,552
1153,Nebraska,2012,2,933,9849,1990,13368,596,,0,0,0.0,0.0,,40.0,15.0,,14.0,50.0,46.0,64.0,,0.0,2012-07-01,18.0,13368,13368,13368,13368,0,2012-Q3,0.0,596
1154,Nebraska,2013,1,880,9387,1839,12671,565,,0,0,0.0,0.0,,56.0,10.0,,20.0,53.0,49.0,73.0,,0.0,2013-01-01,24.0,12671,12671,12671,12671,0,2013-Q1,0.0,565
1155,Nebraska,2013,2,893,9850,2056,13424,625,,0,0,0.0,0.0,,44.0,11.0,,16.0,50.0,47.0,66.0,,0.0,2013-07-01,19.0,13424,13424,13424,13424,0,2013-Q3,0.0,625
1156,Nebraska,2014,1,916,9487,1981,13046,662,,0,0,0.0,0.0,,48.0,13.0,0.0,20.0,46.0,47.0,66.0,,0.0,2014-01-01,19.0,13046,13046,13046,13046,0,2014-Q1,0.0,662
1157,Nebraska,2014,2,936,9984,2162,13748,666,,0,0,0.0,0.0,,48.0,11.0,,21.0,49.0,50.0,70.0,,0.0,2014-07-01,20.0,13748,13748,13748,13748,0,2014-Q3,0.0,666
1158,Nebraska,2015,1,943,9459,2044,13121,675,,0,0,0.0,0.0,12.0,47.0,14.0,,21.0,59.0,55.0,80.0,,0.0,2015-01-01,25.0,13121,13121,13121,13121,0,2015-Q1,0.0,675
1159,Nebraska,2015,2,929,9742,2205,13558,682,,0,0,0.0,0.0,,52.0,14.0,,21.0,52.0,53.0,73.0,,0.0,2015-07-01,20.0,13558,13558,13558,13558,0,2015-Q3,0.0,682
1160,Nebraska,2016,1,840,9173,2053,13006,940,,0,0,0.0,0.0,10.0,46.0,13.0,,14.0,59.0,45.0,73.0,0.0,0.0,2016-01-01,28.0,13006,13006,13006,13006,0,2016-Q1,0.0,940
1161,Nebraska,2016,2,845,9556,2229,13583,953,,0,0,0.0,0.0,18.0,58.0,13.0,,17.0,74.0,57.0,91.0,0.0,0.0,2016-07-01,34.0,13583,13583,13583,13583,0,2016-Q3,0.0,953
1162,Nebraska,2017,1,821,8820,2126,12702,935,,0,0,0.0,0.0,11.0,42.0,12.0,,12.0,56.0,45.0,68.0,0.0,0.0,2017-01-01,23.0,12702,12702,12702,12702,0,2017-Q1,0.0,935
1163,Nebraska,2017,2,867,9007,2256,13119,989,,0,0,0.0,0.0,,52.0,,,17.0,67.0,46.0,76.0,0.0,0.0,2017-07-01,30.0,13119,13119,13119,13119,0,2017-Q3,0.0,989
1164,Nebraska,2018,1,849,8687,2005,12489,948,,0,0,0.0,0.0,,44.0,16.0,0.0,12.0,54.0,52.0,66.0,0.0,0.0,2018-01-01,14.0,12489,12489,12489,12489,0,2018-Q1,0.0,948
1165,Nebraska,2018,2,890,8958,2150,12999,1001,,0,0,0.0,0.0,16.0,52.0,,,21.0,62.0,48.0,83.0,0.0,0.0,2018-07-01,35.0,12999,12999,12999,12999,0,2018-Q3,0.0,1001
1166,Nebraska,2019,1,810,8330,2072,12152,940,,0,0,0.0,0.0,13.0,35.0,12.0,,13.0,50.0,42.0,63.0,0.0,0.0,2019-01-01,21.0,12152,12152,12152,12152,0,2019-Q1,0.0,940
1167,Nebraska,2019,2,844,8600,2273,12603,886,,0,0,0.0,0.0,,38.0,14.0,,18.0,44.0,36.0,62.0,0.0,0.0,2019-07-01,26.0,12603,12603,12603,12603,0,2019-Q3,0.0,886
1168,Nebraska,2020,1,812,8184,2156,12091,939,,0,0,0.0,0.0,10.0,43.0,,,19.0,48.0,36.0,67.0,0.0,0.0,2020-01-01,31.0,12091,12091,12091,12091,0,2020-Q1,0.0,939
1169,Nebraska,2020,2,819,8249,2237,12200,895,,0,0,0.0,0.0,12.0,51.0,,,14.0,56.0,40.0,70.0,0.0,0.0,2020-07-01,30.0,12200,12200,12200,12200,0,2020-Q3,0.0,895
1170,Nebraska,2021,1,729,8421,2112,12175,913,,0,0,0.0,0.0,,45.0,12.0,,13.0,56.0,40.0,69.0,0.0,0.0,2021-01-01,29.0,12175,12175,12175,12175,0,2021-Q1,0.0,913
1171,Nebraska,2021,2,804,8346,2328,12434,956,,0,0,0.0,0.0,10.0,39.0,,,15.0,49.0,42.0,64.0,0.0,0.0,2021-07-01,22.0,12434,12434,12434,12434,0,2021-Q3,0.0,956
1172,Nebraska,2022,1,769,7803,2278,11763,913,,0,0,0.0,0.0,14.0,43.0,,,19.0,48.0,45.0,67.0,0.0,0.0,2022-01-01,22.0,11763,11763,11763,11763,0,2022-Q1,0.0,913
1173,Nebraska,2022,2,828,8317,2537,12582,900,,0,0,0.0,0.0,11.0,46.0,10.0,,19.0,56.0,53.0,75.0,0.0,0.0,2022-07-01,22.0,12582,12582,12582,12582,0,2022-Q3,0.0,900
1174,Nebraska,2023,1,737,7899,2390,12007,981,,0,0,0.0,0.0,11.0,40.0,14.0,,16.0,52.0,45.0,68.0,0.0,0.0,2023-01-01,23.0,12007,12007,12007,12007,0,2023-Q1,0.0,981
1175,Nebraska,2023,2,769,7757,2620,12104,958,,0,0,0.0,0.0,12.0,43.0,21.0,,23.0,62.0,51.0,85.0,0.0,0.0,2023-07-01,34.0,12104,12104,12104,12104,0,2023-Q3,0.0,958
1194,Nevada,2012,1,1756,7365,6029,16801,1651,0.0,0,0,,,17.0,38.0,23.0,10.0,16.0,72.0,48.0,88.0,,0.0,2012-01-01,40.0,16801,16801,16801,16801,0,2012-Q1,0.0,1651
1195,Nevada,2012,2,1953,7602,6730,18110,1825,0.0,0,0,,,13.0,32.0,31.0,,20.0,61.0,54.0,81.0,,0.0,2012-07-01,27.0,18110,18110,18110,18110,0,2012-Q3,0.0,1825
1196,Nevada,2013,1,1893,7391,5996,16975,1695,0.0,0,0,,,25.0,36.0,23.0,,18.0,73.0,62.0,91.0,,0.0,2013-01-01,29.0,16975,16975,16975,16975,0,2013-Q1,0.0,1695
1197,Nevada,2013,2,2016,7560,6722,18055,1757,0.0,0,0,,,21.0,44.0,30.0,,27.0,73.0,66.0,100.0,,0.0,2013-07-01,34.0,18055,18055,18055,18055,0,2013-Q3,0.0,1757
1198,Nevada,2014,1,1985,7431,6127,17170,1627,0.0,0,0,,,12.0,41.0,37.0,,27.0,67.0,59.0,94.0,,0.0,2014-01-01,35.0,17170,17170,17170,17170,0,2014-Q1,0.0,1627
1199,Nevada,2014,2,2274,7720,6879,18691,1818,0.0,0,0,,,20.0,32.0,44.0,,23.0,79.0,77.0,102.0,,0.0,2014-07-01,25.0,18691,18691,18691,18691,0,2014-Q3,0.0,1818
1200,Nevada,2015,1,2109,7357,6282,17539,1791,0.0,0,0,,,26.0,29.0,34.0,13.0,28.0,74.0,72.0,102.0,,0.0,2015-01-01,30.0,17539,17539,17539,17539,0,2015-Q1,0.0,1791
1201,Nevada,2015,2,2346,7580,6943,18759,1890,0.0,0,0,,,26.0,30.0,28.0,,21.0,67.0,48.0,88.0,,0.0,2015-07-01,40.0,18759,18759,18759,18759,0,2015-Q3,0.0,1890
1202,Nevada,2016,1,2000,6860,6370,17583,2353,0.0,0,0,,,28.0,27.0,39.0,,21.0,82.0,59.0,103.0,0.0,0.0,2016-01-01,44.0,17583,17583,17583,17583,0,2016-Q1,0.0,2353
1203,Nevada,2016,2,2205,7058,7021,18677,2393,0.0,0,0,,,25.0,39.0,27.0,13.0,17.0,87.0,57.0,104.0,0.0,0.0,2016-07-01,47.0,18677,18677,18677,18677,0,2016-Q3,0.0,2393
1204,Nevada,2017,1,2099,6582,6288,17378,2409,0.0,0,0,,,25.0,34.0,39.0,,32.0,74.0,76.0,106.0,0.0,0.0,2017-01-01,30.0,17378,17378,17378,17378,0,2017-Q1,0.0,2409
1205,Nevada,2017,2,2372,6589,6888,18378,2529,0.0,0,0,,,27.0,34.0,32.0,10.0,34.0,78.0,53.0,102.0,0.0,0.0,2017-07-01,49.0,18378,18378,18378,18378,0,2017-Q3,0.0,2529
1206,Nevada,2018,1,2232,6445,6226,17219,2316,0.0,0,0,,,19.0,49.0,33.0,16.0,20.0,97.0,69.0,117.0,0.0,0.0,2018-01-01,48.0,17219,17219,17219,17219,0,2018-Q1,0.0,2316
1207,Nevada,2018,2,2332,6576,7081,18463,2474,0.0,0,0,,,22.0,39.0,32.0,,15.0,85.0,58.0,100.0,0.0,0.0,2018-07-01,42.0,18463,18463,18463,18463,0,2018-Q3,0.0,2474
1208,Nevada,2019,1,2171,6074,6258,16798,2295,0.0,0,0,,,19.0,33.0,34.0,,22.0,70.0,59.0,92.0,0.0,0.0,2019-01-01,33.0,16798,16798,16798,16798,0,2019-Q1,0.0,2295
1209,Nevada,2019,2,2343,6405,6980,18274,2546,0.0,0,0,,,37.0,24.0,39.0,,22.0,87.0,55.0,109.0,0.0,0.0,2019-07-01,54.0,18274,18274,18274,18274,0,2019-Q3,0.0,2546
1210,Nevada,2020,1,2217,5757,6113,16356,2269,0.0,0,0,,,13.0,24.0,28.0,,11.0,58.0,43.0,69.0,0.0,0.0,2020-01-01,26.0,16356,16356,16356,16356,0,2020-Q1,0.0,2269
1211,Nevada,2020,2,2316,5845,6650,17297,2486,0.0,0,0,,,26.0,27.0,28.0,,19.0,67.0,53.0,86.0,0.0,0.0,2020-07-01,33.0,17297,17297,17297,17297,0,2020-Q3,0.0,2486
1212,Nevada,2021,1,2116,5792,5956,16035,2171,0.0,0,0,,,19.0,23.0,29.0,10.0,19.0,62.0,50.0,81.0,0.0,0.0,2021-01-01,31.0,16035,16035,16035,16035,0,2021-Q1,0.0,2171
1213,Nevada,2021,2,2341,6008,6886,17651,2416,0.0,0,0,,,32.0,26.0,41.0,10.0,17.0,92.0,62.0,109.0,0.0,0.0,2021-07-01,47.0,17651,17651,17651,17651,0,2021-Q3,0.0,2416
1214,Nevada,2022,1,2121,5277,6137,15853,2318,0.0,0,0,,,21.0,24.0,28.0,16.0,13.0,76.0,46.0,89.0,0.0,0.0,2022-01-01,43.0,15853,15853,15853,15853,0,2022-Q1,0.0,2318
1215,Nevada,2022,2,2213,5684,6882,17340,2561,0.0,0,0,,,16.0,14.0,28.0,,15.0,49.0,35.0,64.0,0.0,0.0,2022-07-01,29.0,17340,17340,17340,17340,0,2022-Q3,0.0,2561
1216,Nevada,2023,1,2049,5202,5875,15422,2296,0.0,0,0,,,14.0,23.0,43.0,12.0,15.0,77.0,54.0,92.0,0.0,0.0,2023-01-01,38.0,15422,15422,15422,15422,0,2023-Q1,0.0,2296
1217,Nevada,2023,2,2044,5246,6756,16372,2326,0.0,0,0,,,24.0,27.0,38.0,,15.0,84.0,61.0,99.0,0.0,0.0,2023-07-01,38.0,16372,16372,16372,16372,0,2023-Q3,0.0,2326
1236,New Hampshire,2012,1,99,5284,244,5938,311,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2012-01-01,,5938,5938,5938,5938,0,2012-Q1,0.0,311
1237,New Hampshire,2012,2,103,5691,315,6414,305,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2012-07-01,,6414,6414,6414,6414,0,2012-Q3,0.0,305
1238,New Hampshire,2013,1,99,5558,246,6183,280,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2013-01-01,,6183,6183,6183,6183,0,2013-Q1,0.0,280
1239,New Hampshire,2013,2,116,5506,267,6213,324,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2013-07-01,,6213,6213,6213,6213,0,2013-Q3,0.0,324
1240,New Hampshire,2014,1,97,5334,268,6004,305,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2014-01-01,,6004,6004,6004,6004,0,2014-Q1,0.0,305
1241,New Hampshire,2014,2,92,5583,323,6298,300,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2014-07-01,,6298,6298,6298,6298,0,2014-Q3,0.0,300
1242,New Hampshire,2015,1,121,5340,298,6079,320,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2015-01-01,,6079,6079,6079,6079,0,2015-Q1,0.0,320
1243,New Hampshire,2015,2,116,5588,340,6354,310,0.0,0,0,0.0,0.0,,,,,,,,,,0.0,2015-07-01,,6354,6354,6354,6354,0,2015-Q3,0.0,310
1244,New Hampshire,2016,1,105,5254,357,6034,318,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2016-01-01,,6034,6034,6034,6034,0,2016-Q1,0.0,318
1245,New Hampshire,2016,2,103,5387,340,6233,403,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2016-07-01,,6233,6233,6233,6233,0,2016-Q3,0.0,403
1246,New Hampshire,2017,1,114,5202,321,5975,338,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2017-01-01,,5975,5975,5975,5975,0,2017-Q1,0.0,338
1247,New Hampshire,2017,2,120,5322,352,6141,347,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2017-07-01,,6141,6141,6141,6141,0,2017-Q3,0.0,347
1248,New Hampshire,2018,1,131,5038,354,5865,342,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2018-01-01,,5865,5865,5865,5865,0,2018-Q1,0.0,342
1249,New Hampshire,2018,2,110,5279,391,6130,350,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2018-07-01,,6130,6130,6130,6130,0,2018-Q3,0.0,350
1250,New Hampshire,2019,1,110,4895,357,5732,370,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2019-01-01,,5732,5732,5732,5732,0,2019-Q1,0.0,370
1251,New Hampshire,2019,2,145,5184,414,6107,364,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2019-07-01,,6107,6107,6107,6107,0,2019-Q3,0.0,364
1252,New Hampshire,2020,1,123,4946,390,5788,329,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2020-01-01,,5788,5788,5788,5788,0,2020-Q1,0.0,329
1253,New Hampshire,2020,2,133,5129,407,6003,334,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2020-07-01,,6003,6003,6003,6003,0,2020-Q3,0.0,334
1254,New Hampshire,2021,1,134,5277,387,6092,294,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2021-01-01,,6092,6092,6092,6092,0,2021-Q1,0.0,294
1255,New Hampshire,2021,2,140,5571,473,6533,349,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2021-07-01,,6533,6533,6533,6533,0,2021-Q3,0.0,349
1256,New Hampshire,2022,1,126,4956,392,5805,331,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2022-01-01,,5805,5805,5805,5805,0,2022-Q1,0.0,331
1257,New Hampshire,2022,2,141,5362,420,6272,349,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2022-07-01,,6272,6272,6272,6272,0,2022-Q3,0.0,349
1258,New Hampshire,2023,1,151,4989,403,5858,315,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2023-01-01,,5858,5858,5858,5858,0,2023-Q1,0.0,315
1259,New Hampshire,2023,2,153,5105,486,6078,334,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,2023-07-01,,6078,6078,6078,6078,0,2023-Q3,0.0,334
1278,New Jersey,2012,1,7721,23439,13396,50575,6019,0.0,0,0,,,73.0,76.0,62.0,20.0,37.0,195.0,168.0,232.0,,0.0,2012-01-01,64.0,50575,50575,50575,50575,0,2012-Q1,0.0,6019
1279,New Jersey,2012,2,8462,24505,14215,53655,6473,0.0,0,0,,,70.0,85.0,57.0,12.0,53.0,174.0,163.0,227.0,,0.0,2012-07-01,64.0,53655,53655,53655,53655,0,2012-Q3,0.0,6473
1280,New Jersey,2013,1,7427,23491,13204,49791,5669,0.0,0,0,,,76.0,79.0,64.0,,35.0,195.0,160.0,230.0,,0.0,2013-01-01,70.0,49791,49791,49791,49791,0,2013-Q1,0.0,5669
1281,New Jersey,2013,2,8143,24527,14047,52784,6067,0.0,0,0,,,85.0,73.0,53.0,16.0,39.0,191.0,167.0,230.0,,0.0,2013-07-01,63.0,52784,52784,52784,52784,0,2013-Q3,0.0,6067
1282,New Jersey,2014,1,7697,23689,13194,50528,5948,0.0,0,0,,,65.0,73.0,68.0,10.0,37.0,179.0,147.0,216.0,,0.0,2014-01-01,69.0,50528,50528,50528,50528,0,2014-Q1,0.0,5948
1283,New Jersey,2014,2,7831,24507,14073,52777,6366,0.0,0,0,,,70.0,94.0,61.0,11.0,45.0,193.0,161.0,238.0,,0.0,2014-07-01,77.0,52777,52777,52777,52777,0,2014-Q3,0.0,6366
1284,New Jersey,2015,1,7372,23435,13427,50310,6076,0.0,0,0,,,84.0,78.0,71.0,,45.0,197.0,173.0,242.0,,0.0,2015-01-01,69.0,50310,50310,50310,50310,0,2015-Q1,0.0,6076
1285,New Jersey,2015,2,7508,23990,14492,52817,6827,0.0,0,0,,,78.0,93.0,59.0,14.0,42.0,203.0,164.0,245.0,,0.0,2015-07-01,81.0,52817,52817,52817,52817,0,2015-Q3,0.0,6827
1286,New Jersey,2016,1,6708,22808,13559,50193,7118,0.0,0,0,,,78.0,65.0,60.0,12.0,39.0,177.0,156.0,216.0,0.0,0.0,2016-01-01,60.0,50193,50193,50193,50193,0,2016-Q1,0.0,7118
1287,New Jersey,2016,2,7162,23268,14524,52454,7500,0.0,0,0,,,75.0,72.0,45.0,13.0,29.0,176.0,141.0,205.0,0.0,0.0,2016-07-01,64.0,52454,52454,52454,52454,0,2016-Q3,0.0,7500
1288,New Jersey,2017,1,6630,22252,13092,48990,7016,0.0,0,0,,,83.0,66.0,67.0,15.0,43.0,188.0,165.0,231.0,0.0,0.0,2017-01-01,66.0,48990,48990,48990,48990,0,2017-Q1,0.0,7016
1289,New Jersey,2017,2,7054,23573,14262,52260,7371,0.0,0,0,,,72.0,73.0,57.0,20.0,40.0,217.0,154.0,222.0,0.0,0.0,2017-07-01,68.0,52260,52260,52260,52260,0,2017-Q3,0.0,7371
1290,New Jersey,2018,1,6946,22253,13423,49612,6990,0.0,0,0,,,57.0,65.0,46.0,11.0,30.0,149.0,122.0,179.0,0.0,0.0,2018-01-01,57.0,49612,49612,49612,49612,0,2018-Q1,0.0,6990
1291,New Jersey,2018,2,6940,23247,14174,51611,7250,0.0,0,0,,,67.0,59.0,75.0,10.0,34.0,177.0,144.0,211.0,0.0,0.0,2018-07-01,67.0,51611,51611,51611,51611,0,2018-Q3,0.0,7250
1292,New Jersey,2019,1,6460,22091,13164,48245,6530,0.0,0,0,,,68.0,80.0,61.0,15.0,47.0,177.0,144.0,224.0,0.0,0.0,2019-01-01,80.0,48245,48245,48245,48245,0,2019-Q1,0.0,6530
1293,New Jersey,2019,2,6934,23277,14279,51340,6850,0.0,0,0,,,63.0,72.0,55.0,14.0,39.0,165.0,139.0,204.0,0.0,0.0,2019-07-01,65.0,51340,51340,51340,51340,0,2019-Q3,0.0,6850
1294,New Jersey,2020,1,6512,22131,13443,48583,6497,0.0,0,0,,,64.0,80.0,49.0,16.0,41.0,168.0,133.0,209.0,0.0,0.0,2020-01-01,76.0,48583,48583,48583,48583,0,2020-Q1,0.0,6497
1295,New Jersey,2020,2,6439,22578,13762,49371,6592,0.0,0,0,,,60.0,64.0,53.0,,34.0,150.0,121.0,184.0,0.0,0.0,2020-07-01,63.0,49371,49371,49371,49371,0,2020-Q3,0.0,6592
1296,New Jersey,2021,1,5997,22942,13272,48578,6367,0.0,0,0,,,51.0,44.0,60.0,10.0,30.0,135.0,118.0,165.0,0.0,0.0,2021-01-01,47.0,48578,48578,48578,48578,0,2021-Q1,0.0,6367
1297,New Jersey,2021,2,6825,24376,14871,52919,6847,0.0,0,0,,,55.0,64.0,60.0,11.0,30.0,160.0,117.0,190.0,0.0,0.0,2021-07-01,73.0,52919,52919,52919,52919,0,2021-Q3,0.0,6847
1298,New Jersey,2022,1,6224,23112,14267,49716,6113,0.0,0,0,,,57.0,52.0,50.0,13.0,28.0,144.0,100.0,172.0,0.0,0.0,2022-01-01,72.0,49716,49716,49716,49716,0,2022-Q1,0.0,6113
1299,New Jersey,2022,2,6687,24244,15664,53177,6582,0.0,0,0,,,60.0,57.0,62.0,19.0,34.0,165.0,135.0,199.0,0.0,0.0,2022-07-01,64.0,53177,53177,53177,53177,0,2022-Q3,0.0,6582
